Identifiant,Âge,Sexe,Niveau d'éducation,État matrimonial,Urbain/Rural,Catégorie socioprofessionnelle,Années d'expérience,Possession de biens,Région,Type de contrat,Langue maternelle,Revenu annuel (DH),Âge doublé,Revenu approximatif,Code aléatoire
6217,31,Homme,,,Urbain,Groupe 6,8,Aucun,L’Oriental,sans contrat,,,62,,Y456
9702,25,Femme,,,Urbain,Groupe 6,27,Terrain,Béni Mellal-Khénifra,sans contrat,,,50,,W000
7370,27,Homme,,,Urbain,Groupe 3,46,Aucun,Marrakech-Safi,sans contrat,,,54,,X123
14868,27,Femme,,,Urbain,Groupe 5,18,Aucun,L’Oriental,sans contrat,,,54,,W000
1488,39,Femme,,,Urbain,Groupe 6,0,Logement,Drâa-Tafilalet,CDI,,,78,,Y456
27648,22,Homme,,,Urbain,Groupe 6,28,Aucun,Rabat-Salé-Kénitra,CDD,,,44,,Z789
23972,63,Homme,,,Rural,Groupe 3,4,Logement,L’Oriental,CDI,,,126,,X123
38028,59,Femme,,,Urbain,Groupe 6,2,Aucun,Dakhla-Oued Ed-Dahab,CDI,,,118,,Z789
24751,50,Homme,,,Urbain,Groupe 5,43,Logement,Casablanca-Settat,CDD,,,100,,X123
28673,55,Femme,,,Urbain,Groupe 2,5,Terrain,Béni Mellal-Khénifra,sans contrat,,,110,,Z789
31862,30,Homme,,,Urbain,Groupe 2,45,Voiture,Drâa-Tafilalet,CDI,,,60,,Z789
23088,48,Homme,,,Urbain,Groupe 5,14,Terrain,Souss-Massa,CDI,,,96,,Z789
21288,23,Femme,,,Rural,Groupe 5,39,Terrain,Drâa-Tafilalet,sans contrat,,,46,,X123
32682,52,Homme,,,Urbain,Groupe 1,24,Logement,Béni Mellal-Khénifra,CDD,,,104,,Y456
38554,66,Homme,,,Urbain,Groupe 4,24,Terrain,Béni Mellal-Khénifra,CDI,,,132,,Y456
6073,40,Homme,,,Urbain,Groupe 3,46,Logement,Tanger-Tétouan-Al Hoceïma,sans contrat,,,80,,W000
36917,28,Femme,,,Rural,Groupe 4,24,Terrain,Tanger-Tétouan-Al Hoceïma,CDI,,,56,,Z789
14914,23,Femme,,,Urbain,Groupe 5,36,Aucun,Tanger-Tétouan-Al Hoceïma,sans contrat,,,46,,W000
7415,32,Femme,,,Rural,Groupe 5,15,Voiture,Dakhla-Oued Ed-Dahab,CDD,,,64,,Y456
4868,66,Homme,,,Rural,Groupe 2,21,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,,,132,,X123
9591,55,Homme,,,Urbain,Groupe 6,14,Voiture,Guelmim-Oued Noun,CDI,,,110,,Y456
8192,43,Homme,,,Rural,Groupe 1,26,Aucun,Drâa-Tafilalet,sans contrat,,,86,,W000
28439,60,Femme,,,Urbain,Groupe 5,39,Logement,Casablanca-Settat,CDI,,,120,,W000
25754,61,Homme,,,Urbain,Groupe 2,38,Terrain,Souss-Massa,sans contrat,,,122,,W000
27641,69,Femme,,,Urbain,Groupe 4,45,Voiture,Marrakech-Safi,sans contrat,,,138,,W000
8987,60,Homme,,,Urbain,Groupe 1,38,Logement,Guelmim-Oued Noun,CDI,,,120,,W000
17307,59,Homme,,,Rural,Groupe 6,8,Terrain,Souss-Massa,sans contrat,,,118,,W000
20945,22,Femme,,,Urbain,Groupe 6,5,Logement,Guelmim-Oued Noun,sans contrat,,,44,,X123
4281,58,Femme,,,Urbain,Groupe 1,31,Logement,Guelmim-Oued Noun,CDD,,,116,,Z789
7853,32,Femme,,,Rural,Groupe 6,3,Logement,Souss-Massa,CDI,,,64,,Y456
18315,42,Femme,,,Rural,Groupe 6,43,Terrain,Fès-Meknès,CDD,,,84,,Y456
30232,34,Homme,,,Urbain,Groupe 4,33,Terrain,Béni Mellal-Khénifra,CDD,,,68,,X123
4218,23,Femme,,,Rural,Groupe 2,45,Logement,Drâa-Tafilalet,CDI,,,46,,Z789
1393,36,Homme,,,Urbain,Groupe 2,46,Aucun,Tanger-Tétouan-Al Hoceïma,CDD,,,72,,X123
2916,37,Femme,,,Rural,Groupe 4,20,Terrain,Drâa-Tafilalet,CDD,,,74,,W000
26193,48,Homme,,,Rural,Groupe 4,10,Logement,Béni Mellal-Khénifra,sans contrat,,,96,,Y456
27626,65,Femme,,,Urbain,Groupe 5,19,Voiture,Souss-Massa,sans contrat,,,130,,Z789
6947,18,Femme,,,Urbain,Groupe 4,12,Terrain,Drâa-Tafilalet,sans contrat,,,36,,Y456
7657,68,Femme,,,Rural,Groupe 3,41,Terrain,Dakhla-Oued Ed-Dahab,CDD,,,136,,X123
17991,46,Homme,,,Urbain,Groupe 5,1,Terrain,Casablanca-Settat,CDI,,,92,,Z789
9536,55,Femme,,,Rural,Groupe 2,44,Voiture,Dakhla-Oued Ed-Dahab,CDD,,,110,,X123
14713,34,Femme,,,Urbain,Groupe 4,33,Logement,L’Oriental,CDD,,,68,,X123
12236,52,Femme,,,Urbain,Groupe 2,38,Voiture,Fès-Meknès,sans contrat,,,104,,W000
38600,19,Homme,,,Urbain,Groupe 6,36,Aucun,Casablanca-Settat,sans contrat,,,38,,Y456
25296,42,Homme,,,Urbain,Groupe 6,36,Terrain,Tanger-Tétouan-Al Hoceïma,sans contrat,,,84,,Y456
8055,65,Homme,,,Urbain,Groupe 5,14,Voiture,Guelmim-Oued Noun,CDD,,,130,,X123
15954,69,Homme,,,Urbain,Groupe 5,37,Terrain,Rabat-Salé-Kénitra,CDI,,,138,,Y456
27060,34,Homme,,,Urbain,Groupe 6,7,Logement,Laâyoune-Sakia El Hamra,CDD,,,68,,Y456
34569,61,Femme,,,Urbain,Groupe 6,19,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,,,122,,X123
30691,31,Femme,,,Urbain,Groupe 2,43,Logement,Marrakech-Safi,CDD,,,62,,X123
25546,19,Femme,,,Urbain,Groupe 6,25,Logement,Souss-Massa,CDD,,,38,,Z789
11642,54,Femme,,,Urbain,Groupe 6,24,Voiture,Marrakech-Safi,CDD,,,108,,Y456
30889,62,Homme,,,Urbain,Groupe 6,32,Logement,Marrakech-Safi,CDD,,,124,,Y456
38611,48,Femme,,,Urbain,Groupe 3,14,Terrain,Guelmim-Oued Noun,CDI,,,96,,W000
27151,46,Homme,,,Urbain,Groupe 5,8,Terrain,Dakhla-Oued Ed-Dahab,CDD,,,92,,W000
28343,27,Homme,,,Rural,Groupe 4,10,Aucun,Guelmim-Oued Noun,CDI,,,54,,X123
16795,52,Homme,,,Rural,Groupe 6,13,Terrain,Drâa-Tafilalet,CDD,,,104,,W000
5184,47,Femme,,,Urbain,Groupe 4,29,Terrain,Guelmim-Oued Noun,CDD,,,94,,W000
2495,24,Femme,,,Rural,Groupe 6,23,Aucun,Tanger-Tétouan-Al Hoceïma,CDD,,,48,,Z789
31546,63,Homme,,,Urbain,Groupe 5,12,Terrain,Tanger-Tétouan-Al Hoceïma,sans contrat,,,126,,X123
8249,35,Homme,,,Urbain,Groupe 5,38,Aucun,Marrakech-Safi,sans contrat,,,70,,Y456
6840,62,Homme,,,Rural,Groupe 2,31,Terrain,Guelmim-Oued Noun,CDI,,,124,,Z789
30998,52,Homme,,,Urbain,Groupe 5,27,Logement,Drâa-Tafilalet,sans contrat,,,104,,Y456
27031,57,Femme,,,Rural,Groupe 4,19,Terrain,Marrakech-Safi,sans contrat,,,114,,Z789
110,41,Femme,,,Rural,Groupe 1,32,Terrain,Drâa-Tafilalet,CDD,,,82,,W000
30589,64,Homme,,,Rural,Groupe 5,11,Logement,Tanger-Tétouan-Al Hoceïma,sans contrat,,,128,,Z789
15260,65,Femme,,,Urbain,Groupe 1,43,Terrain,Tanger-Tétouan-Al Hoceïma,CDI,,,130,,Y456
36154,64,Femme,,,Urbain,Groupe 2,23,Voiture,Dakhla-Oued Ed-Dahab,sans contrat,,,128,,Z789
22429,63,Femme,,,Rural,Groupe 4,32,Logement,Drâa-Tafilalet,sans contrat,,,126,,Z789
15498,58,Homme,,,Urbain,Groupe 4,41,Terrain,Rabat-Salé-Kénitra,CDI,,,116,,Y456
39192,62,Homme,,,Rural,Groupe 4,40,Terrain,Souss-Massa,CDI,,,124,,X123
25405,25,Femme,,,Urbain,Groupe 4,19,Aucun,Béni Mellal-Khénifra,CDD,,,50,,X123
12934,47,Homme,,,Urbain,Groupe 3,7,Terrain,Dakhla-Oued Ed-Dahab,CDI,,,94,,Y456
32610,26,Femme,,,Urbain,Groupe 1,22,Aucun,Souss-Massa,sans contrat,,,52,,Z789
26727,20,Homme,,,Urbain,Groupe 5,34,Voiture,Marrakech-Safi,sans contrat,,,40,,Y456
36533,58,Homme,,,Rural,Groupe 6,33,Voiture,Béni Mellal-Khénifra,CDI,,,116,,Y456
9596,46,Femme,,,Urbain,Groupe 1,35,Aucun,Rabat-Salé-Kénitra,sans contrat,,,92,,X123
23167,58,Femme,,,Rural,Groupe 1,36,Voiture,Fès-Meknès,sans contrat,,,116,,Z789
13020,18,Femme,,,Urbain,Groupe 3,12,Voiture,Drâa-Tafilalet,sans contrat,,,36,,Z789
5479,25,Homme,,,Urbain,Groupe 5,34,Terrain,Guelmim-Oued Noun,sans contrat,,,50,,W000
22762,36,Homme,,,Urbain,Groupe 2,26,Terrain,Souss-Massa,CDD,,,72,,Y456
5883,34,Femme,,,Rural,Groupe 5,43,Logement,Casablanca-Settat,CDD,,,68,,Y456
34399,26,Homme,,,Urbain,Groupe 5,31,Aucun,Tanger-Tétouan-Al Hoceïma,sans contrat,,,52,,X123
17968,29,Homme,,,Rural,Groupe 4,22,Aucun,Guelmim-Oued Noun,CDI,,,58,,Y456
14669,40,Femme,,,Urbain,Groupe 2,24,Aucun,Drâa-Tafilalet,CDI,,,80,,X123
1403,25,Homme,,,Rural,Groupe 3,48,Voiture,Drâa-Tafilalet,sans contrat,,,50,,Z789
29009,63,Homme,,,Rural,Groupe 6,40,Voiture,Souss-Massa,CDD,,,126,,Z789
16316,35,Femme,,,Urbain,Groupe 4,45,Terrain,Marrakech-Safi,sans contrat,,,70,,W000
9290,59,Homme,,,Rural,Groupe 4,19,Aucun,Drâa-Tafilalet,sans contrat,,,118,,W000
16901,43,Homme,,,Urbain,Groupe 1,39,Logement,Casablanca-Settat,CDI,,,86,,Y456
10227,42,Femme,,,Urbain,Groupe 5,10,Terrain,Rabat-Salé-Kénitra,sans contrat,,,84,,W000
18629,47,Femme,,,Rural,Groupe 6,18,Voiture,L’Oriental,CDI,,,94,,Y456
29899,33,Homme,,,Urbain,Groupe 2,33,Logement,Laâyoune-Sakia El Hamra,CDI,,,66,,Y456
31658,18,Femme,,,Urbain,Groupe 6,49,Voiture,Rabat-Salé-Kénitra,CDI,,,36,,W000
25197,52,Homme,,,Rural,Groupe 4,6,Logement,Dakhla-Oued Ed-Dahab,CDD,,,104,,Y456
32149,19,Homme,,,Urbain,Groupe 4,29,Aucun,Guelmim-Oued Noun,CDI,,,38,,Y456
18993,27,Femme,,,Urbain,Groupe 6,2,Voiture,Rabat-Salé-Kénitra,sans contrat,,,54,,X123
39239,67,Homme,,,Rural,Groupe 4,45,Logement,Marrakech-Safi,CDI,,,134,,Z789
14147,54,Homme,,,Rural,Groupe 1,19,Aucun,L’Oriental,sans contrat,,,108,,Y456
1671,39,Homme,,,Rural,Groupe 3,27,Aucun,Rabat-Salé-Kénitra,CDI,,,78,,X123
33646,28,Homme,,,Rural,Groupe 2,30,Terrain,Laâyoune-Sakia El Hamra,CDD,,,56,,X123
18305,21,Homme,,,Urbain,Groupe 6,7,Terrain,Rabat-Salé-Kénitra,CDI,,,42,,Z789
39587,21,Femme,,,Rural,Groupe 1,11,Terrain,Guelmim-Oued Noun,CDI,,,42,,Z789
31459,65,Homme,,,Rural,Groupe 2,46,Terrain,Tanger-Tétouan-Al Hoceïma,CDI,,,130,,Z789
36495,52,Femme,,,Rural,Groupe 6,6,Aucun,Béni Mellal-Khénifra,CDD,,,104,,Z789
35229,25,Femme,,,Urbain,Groupe 6,23,Aucun,Drâa-Tafilalet,sans contrat,,,50,,Y456
34618,38,Homme,,,Urbain,Groupe 3,9,Logement,Casablanca-Settat,CDD,,,76,,Y456
24220,28,Homme,,,Rural,Groupe 5,14,Aucun,Casablanca-Settat,CDD,,,56,,Z789
30770,66,Femme,,,Urbain,Groupe 4,1,Logement,Fès-Meknès,CDI,,,132,,X123
18612,51,Homme,,,Urbain,Groupe 5,25,Logement,Marrakech-Safi,CDD,,,102,,X123
20396,25,Homme,,,Urbain,Groupe 4,45,Aucun,Drâa-Tafilalet,sans contrat,,,50,,Z789
21901,44,Homme,,,Urbain,Groupe 3,35,Voiture,Béni Mellal-Khénifra,sans contrat,,,88,,W000
5041,66,Homme,,,Rural,Groupe 4,47,Logement,Casablanca-Settat,sans contrat,,,132,,X123
3877,35,Homme,,,Rural,Groupe 3,27,Voiture,L’Oriental,sans contrat,,,70,,Z789
8318,44,Femme,,,Urbain,Groupe 5,23,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,,,88,,Y456
20047,37,Homme,,,Urbain,Groupe 6,0,Aucun,Guelmim-Oued Noun,CDI,,,74,,Y456
1912,18,Femme,,,Rural,Groupe 3,22,Aucun,Souss-Massa,CDI,,,36,,Z789
19152,69,Homme,,,Rural,Groupe 2,26,Logement,Fès-Meknès,sans contrat,,,138,,Y456
16676,47,Femme,,,Urbain,Groupe 4,23,Terrain,Casablanca-Settat,CDI,,,94,,X123
37364,68,Femme,,,Urbain,Groupe 4,43,Aucun,Rabat-Salé-Kénitra,CDI,,,136,,Y456
15215,42,Homme,,,Rural,Groupe 5,3,Terrain,Dakhla-Oued Ed-Dahab,CDI,,,84,,Z789
3220,53,Femme,,,Urbain,Groupe 6,2,Voiture,Drâa-Tafilalet,CDI,,,106,,Z789
9193,43,Femme,,,Rural,Groupe 2,22,Terrain,Fès-Meknès,sans contrat,,,86,,Y456
20729,51,Femme,,,Urbain,Groupe 6,8,Terrain,Guelmim-Oued Noun,sans contrat,,,102,,Z789
30822,32,Femme,,,Urbain,Groupe 5,31,Voiture,Laâyoune-Sakia El Hamra,sans contrat,,,64,,Y456
11082,66,Homme,,,Urbain,Groupe 4,11,Logement,Rabat-Salé-Kénitra,CDI,,,132,,W000
27004,64,Homme,,,Urbain,Groupe 6,9,Voiture,Souss-Massa,CDD,,,128,,W000
5502,69,Femme,,,Rural,Groupe 1,2,Voiture,Rabat-Salé-Kénitra,CDI,,,138,,W000
32524,39,Homme,,,Urbain,Groupe 6,44,Voiture,Marrakech-Safi,CDI,,,78,,Y456
39926,40,Femme,,,Urbain,Groupe 4,5,Voiture,Marrakech-Safi,sans contrat,,,80,,Y456
35084,29,Homme,,,Urbain,Groupe 2,1,Aucun,Drâa-Tafilalet,CDD,,,58,,X123
35551,41,Femme,,,Rural,Groupe 5,41,Voiture,Fès-Meknès,CDI,,,82,,X123
38909,21,Homme,,,Urbain,Groupe 5,2,Aucun,Tanger-Tétouan-Al Hoceïma,CDD,,,42,,X123
1537,68,Femme,,,Rural,Groupe 6,15,Aucun,Rabat-Salé-Kénitra,sans contrat,,,136,,W000
25525,37,Femme,,,Rural,Groupe 4,12,Voiture,Guelmim-Oued Noun,CDI,,,74,,W000
30533,38,Homme,,,Urbain,Groupe 4,4,Terrain,Rabat-Salé-Kénitra,sans contrat,,,76,,Z789
35968,26,Femme,,,Rural,Groupe 1,3,Voiture,Souss-Massa,sans contrat,,,52,,Z789
21194,69,Homme,,,Urbain,Groupe 4,18,Aucun,Marrakech-Safi,sans contrat,,,138,,W000
19245,54,Femme,,,Urbain,Groupe 4,7,Aucun,L’Oriental,sans contrat,,,108,,Z789
18735,48,Homme,,,Urbain,Groupe 3,48,Terrain,Béni Mellal-Khénifra,CDI,,,96,,Z789
3075,63,Homme,,,Rural,Groupe 3,41,Terrain,Dakhla-Oued Ed-Dahab,CDD,,,126,,Y456
17521,37,Femme,,,Urbain,Groupe 1,49,Terrain,Marrakech-Safi,sans contrat,,,74,,Z789
36670,20,Homme,,,Rural,Groupe 4,24,Voiture,Guelmim-Oued Noun,CDD,,,40,,W000
23183,40,Femme,,,Urbain,Groupe 5,49,Terrain,Drâa-Tafilalet,CDD,,,80,,X123
18809,47,Femme,,,Rural,Groupe 2,22,Aucun,Rabat-Salé-Kénitra,CDI,,,94,,Y456
14833,68,Femme,,,Rural,Groupe 6,41,Voiture,Dakhla-Oued Ed-Dahab,CDD,,,136,,Z789
2742,52,Homme,,,Rural,Groupe 5,18,Aucun,Guelmim-Oued Noun,CDD,,,104,,W000
18721,31,Homme,,,Urbain,Groupe 6,2,Voiture,Rabat-Salé-Kénitra,CDD,,,62,,Y456
16943,26,Femme,,,Rural,Groupe 5,30,Aucun,Béni Mellal-Khénifra,CDI,,,52,,X123
8830,64,Homme,,,Urbain,Groupe 6,30,Voiture,Rabat-Salé-Kénitra,sans contrat,,,128,,X123
5101,32,Femme,,,Urbain,Groupe 3,6,Terrain,Dakhla-Oued Ed-Dahab,CDD,,,64,,W000
13926,18,Homme,,,Urbain,Groupe 4,32,Voiture,Tanger-Tétouan-Al Hoceïma,sans contrat,,,36,,W000
20938,60,Homme,,,Urbain,Groupe 3,46,Logement,Guelmim-Oued Noun,CDD,,,120,,X123
18964,47,Femme,,,Rural,Groupe 5,32,Logement,Fès-Meknès,sans contrat,,,94,,W000
10742,32,Homme,,,Rural,Groupe 6,42,Aucun,Laâyoune-Sakia El Hamra,CDI,,,64,,X123
10429,61,Homme,,,Rural,Groupe 4,46,Aucun,Marrakech-Safi,CDD,,,122,,Y456
11966,34,Femme,,,Urbain,Groupe 5,34,Aucun,Marrakech-Safi,CDD,,,68,,Y456
36825,18,Femme,,,Urbain,Groupe 4,30,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,,,36,,X123
26541,27,Homme,,,Urbain,Groupe 5,1,Terrain,L’Oriental,CDD,,,54,,W000
8740,34,Homme,,,Rural,Groupe 5,45,Logement,Marrakech-Safi,CDI,,,68,,Z789
2183,20,Homme,,,Rural,Groupe 5,39,Terrain,Béni Mellal-Khénifra,CDI,,,40,,Z789
33977,47,Femme,,,Urbain,Groupe 6,45,Terrain,Souss-Massa,CDD,,,94,,X123
24429,52,Femme,,,Urbain,Groupe 3,27,Voiture,Souss-Massa,sans contrat,,,104,,Z789
23671,46,Homme,,,Urbain,Groupe 1,21,Logement,L’Oriental,sans contrat,,,92,,Z789
4631,22,Femme,,,Rural,Groupe 4,30,Voiture,Casablanca-Settat,sans contrat,,,44,,Z789
3462,55,Femme,,,Urbain,Groupe 2,31,Voiture,Souss-Massa,sans contrat,,,110,,Y456
30885,66,Homme,,,Rural,Groupe 5,19,Voiture,L’Oriental,CDI,,,132,,Y456
27206,68,Homme,,,Rural,Groupe 2,10,Aucun,Casablanca-Settat,sans contrat,,,136,,Y456
12624,40,Femme,,,Rural,Groupe 2,45,Logement,Fès-Meknès,CDD,,,80,,Z789
16145,21,Femme,,,Urbain,Groupe 4,41,Terrain,Laâyoune-Sakia El Hamra,CDD,,,42,,X123
2159,54,Homme,,,Urbain,Groupe 5,21,Voiture,Béni Mellal-Khénifra,CDD,,,108,,Z789
24573,19,Femme,,,Rural,Groupe 1,48,Terrain,Laâyoune-Sakia El Hamra,sans contrat,,,38,,Y456
21642,34,Homme,,,Rural,Groupe 3,23,Terrain,Tanger-Tétouan-Al Hoceïma,CDI,,,68,,Z789
23876,51,Homme,,,Rural,Groupe 5,19,Terrain,Rabat-Salé-Kénitra,CDD,,,102,,Z789
33328,65,Femme,,,Rural,Groupe 4,49,Logement,Laâyoune-Sakia El Hamra,CDI,,,130,,W000
18927,38,Femme,,,Urbain,Groupe 4,1,Terrain,Marrakech-Safi,CDD,,,76,,W000
36579,40,Femme,,,Rural,Groupe 6,44,Logement,Drâa-Tafilalet,CDI,,,80,,Y456
31267,36,Homme,,,Rural,Groupe 3,16,Voiture,Laâyoune-Sakia El Hamra,CDI,,,72,,Y456
25512,27,Femme,,,Urbain,Groupe 6,33,Aucun,Guelmim-Oued Noun,CDI,,,54,,Y456
4673,63,Femme,,,Urbain,Groupe 6,35,Voiture,Marrakech-Safi,CDD,,,126,,W000
6973,38,Femme,,,Rural,Groupe 2,38,Logement,Casablanca-Settat,sans contrat,,,76,,X123
4266,42,Homme,,,Urbain,Groupe 1,8,Voiture,Souss-Massa,sans contrat,,,84,,Y456
30060,33,Homme,,,Rural,Groupe 5,8,Voiture,Drâa-Tafilalet,CDD,,,66,,X123
26619,38,Homme,,,Rural,Groupe 6,19,Aucun,L’Oriental,sans contrat,,,76,,X123
12436,35,Homme,,,Rural,Groupe 5,42,Voiture,Dakhla-Oued Ed-Dahab,CDD,,,70,,Y456
15118,28,Femme,,,Urbain,Groupe 5,10,Voiture,Béni Mellal-Khénifra,CDD,,,56,,Y456
21125,24,Femme,,,Rural,Groupe 1,40,Logement,Guelmim-Oued Noun,sans contrat,,,48,,W000
15519,40,Femme,,,Urbain,Groupe 5,24,Aucun,Rabat-Salé-Kénitra,CDI,,,80,,W000
18311,67,Homme,,,Urbain,Groupe 6,24,Logement,Tanger-Tétouan-Al Hoceïma,CDI,,,134,,Z789
31488,26,Femme,,,Rural,Groupe 4,21,Logement,Rabat-Salé-Kénitra,sans contrat,,,52,,Y456
6182,35,Homme,,,Rural,Groupe 4,19,Voiture,Tanger-Tétouan-Al Hoceïma,sans contrat,,,70,,W000
19035,49,Homme,,,Rural,Groupe 3,46,Logement,Laâyoune-Sakia El Hamra,CDI,,,98,,W000
23442,49,Femme,,,Urbain,Groupe 3,34,Logement,Tanger-Tétouan-Al Hoceïma,CDI,,,98,,W000
15500,38,Femme,,,Rural,Groupe 5,43,Aucun,Drâa-Tafilalet,sans contrat,,,76,,Z789
7561,24,Femme,,,Urbain,Groupe 6,4,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,,,48,,X123
6743,61,Femme,,,Urbain,Groupe 4,18,Voiture,L’Oriental,sans contrat,,,122,,Z789
32485,61,Femme,,,Rural,Groupe 5,6,Aucun,Casablanca-Settat,CDD,,,122,,W000
34245,43,Homme,,,Rural,Groupe 2,46,Aucun,Tanger-Tétouan-Al Hoceïma,sans contrat,,,86,,Y456
9017,38,Femme,,,Urbain,Groupe 4,13,Voiture,Rabat-Salé-Kénitra,CDD,,,76,,Z789
15608,46,Femme,,,Urbain,Groupe 4,15,Aucun,L’Oriental,CDD,,,92,,X123
13836,60,Femme,,,Urbain,Groupe 5,42,Logement,Béni Mellal-Khénifra,CDD,,,120,,X123
34736,20,Homme,,,Rural,Groupe 1,27,Voiture,Souss-Massa,CDI,,,40,,W000
30491,34,Homme,,,Rural,Groupe 2,0,Terrain,Rabat-Salé-Kénitra,sans contrat,,,68,,Y456
22161,26,Femme,,,Urbain,Groupe 6,49,Logement,Souss-Massa,sans contrat,,,52,,Z789
35785,56,Femme,,,Rural,Groupe 5,16,Terrain,Fès-Meknès,sans contrat,,,112,,W000
31093,67,Femme,,,Rural,Groupe 2,32,Terrain,Fès-Meknès,CDD,,,134,,Z789
2309,38,Homme,,,Rural,Groupe 5,44,Terrain,Drâa-Tafilalet,sans contrat,,,76,,Z789
34678,50,Homme,,,Urbain,Groupe 4,28,Aucun,Souss-Massa,CDD,,,100,,W000
33251,27,Femme,,,Rural,Groupe 2,40,Terrain,Casablanca-Settat,CDI,,,54,,Y456
21536,30,Femme,,,Urbain,Groupe 5,13,Logement,Marrakech-Safi,sans contrat,,,60,,Z789
26645,67,Homme,,,Rural,Groupe 1,25,Terrain,Béni Mellal-Khénifra,CDD,,,134,,W000
5427,47,Femme,,,Urbain,Groupe 3,21,Voiture,Fès-Meknès,sans contrat,,,94,,Y456
9842,41,Homme,,,Rural,Groupe 5,1,Terrain,Guelmim-Oued Noun,CDI,,,82,,W000
32965,31,Femme,,,Urbain,Groupe 1,2,Aucun,Rabat-Salé-Kénitra,sans contrat,,,62,,W000
30648,19,Femme,,,Urbain,Groupe 6,8,Logement,Rabat-Salé-Kénitra,CDD,,,38,,Z789
7722,63,Homme,,,Urbain,Groupe 4,24,Logement,Marrakech-Safi,CDI,,,126,,W000
6189,61,Homme,,,Rural,Groupe 3,44,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,,,122,,W000
25087,57,Femme,,,Rural,Groupe 6,0,Logement,Souss-Massa,CDD,,,114,,W000
11128,18,Homme,,,Rural,Groupe 5,41,Voiture,Marrakech-Safi,sans contrat,,,36,,X123
4786,51,Femme,,,Rural,Groupe 2,28,Logement,Béni Mellal-Khénifra,CDD,,,102,,X123
1797,57,Femme,,,Rural,Groupe 4,7,Voiture,Casablanca-Settat,sans contrat,,,114,,W000
6621,35,Femme,,,Urbain,Groupe 2,22,Aucun,Laâyoune-Sakia El Hamra,sans contrat,,,70,,X123
33771,32,Homme,,,Rural,Groupe 5,46,Logement,Fès-Meknès,CDI,,,64,,Z789
32900,43,Homme,,,Rural,Groupe 5,20,Aucun,L’Oriental,CDI,,,86,,W000
39705,55,Femme,,,Urbain,Groupe 6,18,Logement,Tanger-Tétouan-Al Hoceïma,sans contrat,,,110,,Z789
15342,69,Femme,,,Urbain,Groupe 5,8,Terrain,Souss-Massa,sans contrat,,,138,,Y456
39508,18,Femme,,,Urbain,Groupe 3,16,Aucun,Guelmim-Oued Noun,CDD,,,36,,W000
2542,34,Femme,,,Urbain,Groupe 4,21,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,,,68,,X123
39993,62,Homme,,,Urbain,Groupe 6,49,Voiture,Marrakech-Safi,CDD,,,124,,X123
15003,33,Homme,,,Urbain,Groupe 2,41,Terrain,Rabat-Salé-Kénitra,CDI,,,66,,W000
33203,23,Femme,,,Rural,Groupe 5,40,Terrain,Fès-Meknès,CDI,,,46,,X123
34430,29,Femme,,,Urbain,Groupe 5,18,Aucun,Casablanca-Settat,sans contrat,,,58,,W000
12924,49,Femme,,,Rural,Groupe 2,30,Logement,Guelmim-Oued Noun,CDI,,,98,,Z789
12030,50,Femme,,,Urbain,Groupe 6,3,Terrain,Tanger-Tétouan-Al Hoceïma,sans contrat,,,100,,X123
3900,67,Homme,,,Urbain,Groupe 4,44,Aucun,Dakhla-Oued Ed-Dahab,CDI,,,134,,Y456
28336,50,Femme,,,Urbain,Groupe 2,13,Logement,Souss-Massa,sans contrat,,,100,,X123
19772,39,Femme,,,Rural,Groupe 2,24,Voiture,L’Oriental,CDD,,,78,,X123
5035,59,Homme,,,Rural,Groupe 5,23,Aucun,Marrakech-Safi,CDD,,,118,,Z789
10629,36,Femme,,,Urbain,Groupe 2,19,Aucun,Guelmim-Oued Noun,sans contrat,,,72,,W000
28384,37,Homme,,,Urbain,Groupe 4,33,Aucun,Rabat-Salé-Kénitra,CDD,,,74,,W000
11083,23,Homme,,,Rural,Groupe 3,38,Logement,Casablanca-Settat,CDI,,,46,,W000
10008,60,Femme,,,Urbain,Groupe 2,20,Terrain,Marrakech-Safi,CDI,,,120,,X123
968,65,Femme,,,Urbain,Groupe 6,42,Logement,Rabat-Salé-Kénitra,CDD,,,130,,X123
30718,18,Homme,,,Rural,Groupe 6,19,Voiture,L’Oriental,CDD,,,36,,W000
34830,30,Femme,,,Urbain,Groupe 6,17,Voiture,L’Oriental,CDD,,,60,,X123
8714,40,Femme,,,Urbain,Groupe 3,3,Aucun,Casablanca-Settat,CDD,,,80,,W000
27537,31,Femme,,,Urbain,Groupe 1,23,Voiture,Marrakech-Safi,CDD,,,62,,Y456
15362,54,Femme,,,Urbain,Groupe 5,12,Aucun,Béni Mellal-Khénifra,sans contrat,,,108,,W000
1558,36,Femme,,,Rural,Groupe 4,26,Aucun,Fès-Meknès,CDD,,,72,,Y456
23968,26,Homme,,,Urbain,Groupe 2,5,Aucun,Casablanca-Settat,CDD,,,52,,Y456
2645,45,Femme,,,Rural,Groupe 6,20,Terrain,Fès-Meknès,CDI,,,90,,Z789
