Âge,Années d'expérience,Revenu annuel (DH),Sexe,Niveau d'éducation,État matrimonial,Urbain/Rural,Catégorie socioprofessionnelle,Possession de biens,Région,Type de contrat,Langue maternelle
69.0,22.0,13024.0,Homme,secondaire,célibataire,Rural,Groupe 5,Voiture,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
29.0,9.0,10158.0,Homme,secondaire,marié,Urbain,Groupe 6,Aucun,Guelmim-Oued Noun,sans contrat,arab
56.0,26.0,12692.0,Femme,sans niveau,veuf,Urbain,Groupe 6,Terrain,Tanger-Tétouan-Al Hoceïma,CDI,arab
19.0,36.0,9144.0,Femme,sans niveau,marié,Rural,Groupe 6,Terrain,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
20.0,41.0,19903.0,Femme,sans niveau,célibataire,Rural,Groupe 3,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,arab
66.0,10.0,6397.0,Femme,secondaire,marié,Rural,Groupe 6,Logement,Souss-Massa,sans contrat,arab
54.0,29.0,25297.0,Femme,supérieur,marié,Urbain,Groupe 5,Logement,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
66.0,0.0,3741.0,Femme,sans niveau,célibataire,Rural,Groupe 6,Terrain,Guelmim-Oued Noun,sans contrat,arab
34.0,23.0,23194.0,Homme,secondaire,marié,Urbain,Groupe 4,Voiture,Drâa-Tafilalet,CDD,arab
66.0,40.0,48386.0,Femme,secondaire,marié,Urbain,Groupe 2,Aucun,Rabat-Salé-Kénitra,sans contrat,arab
19.0,8.0,5058.0,Femme,sans niveau,célibataire,Rural,Groupe 6,Voiture,Laâyoune-Sakia El Hamra,CDD,arab
19.0,16.0,20015.0,Femme,supérieur,marié,Urbain,Groupe 5,Voiture,Dakhla-Oued Ed-Dahab,CDD,arab
45.0,9.0,7347.0,Femme,fondamental,célibataire,Rural,Groupe 4,Aucun,L’Oriental,CDI,amazigh
40.0,43.0,24385.0,Femme,supérieur,marié,Urbain,Groupe 5,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,amazigh
54.0,15.0,10204.0,Homme,fondamental,marié,Urbain,Groupe 6,Aucun,Marrakech-Safi,CDD,arab
49.0,23.0,40826.0,Homme,sans niveau,marié,Urbain,Groupe 2,Terrain,L’Oriental,CDI,arab
50.0,30.0,55233.0,Homme,supérieur,marié,Urbain,Groupe 2,Aucun,Drâa-Tafilalet,CDI,amazigh
18.0,39.0,42843.0,Femme,sans niveau,marié,Urbain,Groupe 2,Terrain,Rabat-Salé-Kénitra,CDD,arab
36.0,30.0,20007.0,Femme,secondaire,marié,Urbain,Groupe 5,Logement,Guelmim-Oued Noun,CDI,arab
19.0,48.0,51417.0,Femme,sans niveau,marié,Urbain,Groupe 2,Voiture,Fès-Meknès,sans contrat,amazigh
61.0,11.0,30145.0,Homme,secondaire,célibataire,Rural,Groupe 1,Logement,Dakhla-Oued Ed-Dahab,sans contrat,arab
43.0,27.0,17630.0,Homme,fondamental,divorcé,Urbain,Groupe 5,Logement,Drâa-Tafilalet,CDI,arab
49.0,21.0,34037.0,Femme,supérieur,marié,Urbain,Groupe 3,Terrain,Souss-Massa,CDI,arab
23.0,9.0,12930.0,Femme,sans niveau,marié,Urbain,Groupe 5,Voiture,Béni Mellal-Khénifra,CDI,arab
49.0,4.0,11532.0,Homme,fondamental,célibataire,Urbain,Groupe 5,Aucun,Marrakech-Safi,CDI,arab
21.0,45.0,31362.0,Homme,fondamental,marié,Urbain,Groupe 3,Terrain,Guelmim-Oued Noun,CDD,amazigh
28.0,30.0,17142.0,Homme,supérieur,veuf,Urbain,Groupe 6,Logement,Laâyoune-Sakia El Hamra,CDD,arab
34.0,2.0,11050.0,Femme,sans niveau,célibataire,Urbain,Groupe 5,Logement,Casablanca-Settat,sans contrat,arab
55.0,41.0,14139.0,Homme,fondamental,marié,Rural,Groupe 5,Aucun,Marrakech-Safi,sans contrat,arab
41.0,4.0,7145.0,Femme,fondamental,célibataire,Urbain,Groupe 6,Aucun,Tanger-Tétouan-Al Hoceïma,sans contrat,amazigh
22.0,34.0,9660.0,Femme,sans niveau,marié,Rural,Groupe 6,Voiture,Béni Mellal-Khénifra,CDD,arab
69.0,2.0,4584.0,Femme,secondaire,célibataire,Rural,Groupe 6,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,arab
51.0,29.0,12579.0,Homme,sans niveau,marié,Rural,Groupe 5,Terrain,Rabat-Salé-Kénitra,CDD,arab
23.0,48.0,31443.0,Homme,secondaire,marié,Urbain,Groupe 4,Logement,Casablanca-Settat,CDD,arab
39.0,47.0,17416.0,Homme,sans niveau,marié,Rural,Groupe 3,Aucun,Béni Mellal-Khénifra,CDD,arab
28.0,27.0,26357.0,Homme,sans niveau,marié,Rural,Groupe 2,Voiture,Fès-Meknès,CDI,amazigh
65.0,18.0,13964.0,Femme,fondamental,célibataire,Urbain,Groupe 5,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,amazigh
33.0,38.0,14023.0,Femme,secondaire,marié,Urbain,Groupe 6,Aucun,Marrakech-Safi,sans contrat,arab
50.0,8.0,8020.0,Femme,fondamental,veuf,Rural,Groupe 4,Logement,Marrakech-Safi,CDD,amazigh
26.0,9.0,4780.0,Femme,sans niveau,célibataire,Rural,Groupe 6,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,arab
23.0,13.0,13036.0,Homme,sans niveau,marié,Urbain,Groupe 5,Aucun,Drâa-Tafilalet,CDI,arab
33.0,45.0,10822.0,Femme,secondaire,célibataire,Rural,Groupe 6,Aucun,Dakhla-Oued Ed-Dahab,CDD,arab
46.0,44.0,17316.0,Homme,sans niveau,célibataire,Urbain,Groupe 6,Voiture,Casablanca-Settat,CDD,amazigh
20.0,26.0,37011.0,Femme,supérieur,marié,Rural,Groupe 1,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,arab
37.0,17.0,17416.0,Homme,sans niveau,marié,Rural,Groupe 3,Voiture,Béni Mellal-Khénifra,sans contrat,arab
53.0,45.0,20659.0,Femme,fondamental,marié,Urbain,Groupe 5,Terrain,Béni Mellal-Khénifra,CDD,arab
36.0,16.0,9617.0,Femme,fondamental,marié,Urbain,Groupe 6,Logement,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
43.0,17.0,6092.0,Homme,fondamental,célibataire,Rural,Groupe 6,Aucun,Casablanca-Settat,CDI,arab
20.0,38.0,17065.0,Femme,supérieur,célibataire,Rural,Groupe 5,Voiture,Casablanca-Settat,CDD,arab
36.0,32.0,24653.0,Homme,fondamental,célibataire,Rural,Groupe 2,Aucun,Béni Mellal-Khénifra,CDD,arab
37.0,12.0,38523.0,Femme,sans niveau,divorcé,Urbain,Groupe 1,Aucun,Laâyoune-Sakia El Hamra,CDI,arab
49.0,30.0,11549.0,Homme,fondamental,célibataire,Rural,Groupe 5,Aucun,Fès-Meknès,sans contrat,arab
24.0,40.0,31019.0,Homme,fondamental,célibataire,Urbain,Groupe 3,Logement,Laâyoune-Sakia El Hamra,CDD,arab
69.0,34.0,17368.0,Homme,secondaire,célibataire,Urbain,Groupe 6,Voiture,Casablanca-Settat,CDI,arab
58.0,39.0,34439.0,Homme,supérieur,marié,Urbain,Groupe 5,Voiture,Fès-Meknès,CDD,arab
50.0,11.0,5019.0,Femme,fondamental,marié,Rural,Groupe 6,Aucun,Casablanca-Settat,CDI,arab
57.0,24.0,23886.0,Homme,sans niveau,célibataire,Rural,Groupe 2,Aucun,L’Oriental,sans contrat,arab
56.0,18.0,12392.0,Homme,fondamental,marié,Urbain,Groupe 6,Voiture,Rabat-Salé-Kénitra,CDD,arab
35.0,46.0,35565.0,Homme,supérieur,marié,Urbain,Groupe 4,Logement,Souss-Massa,sans contrat,arab
57.0,24.0,38967.0,Homme,supérieur,marié,Urbain,Groupe 3,Terrain,Drâa-Tafilalet,CDI,arab
18.0,48.0,30945.0,Femme,supérieur,marié,Urbain,Groupe 5,Voiture,Marrakech-Safi,sans contrat,arab
28.0,35.0,13967.0,Homme,sans niveau,célibataire,Urbain,Groupe 6,Logement,Casablanca-Settat,CDD,arab
45.0,30.0,11914.0,Femme,fondamental,marié,Urbain,Groupe 6,Terrain,Béni Mellal-Khénifra,CDI,arab
42.0,14.0,16659.0,Femme,sans niveau,marié,Urbain,Groupe 4,Logement,Casablanca-Settat,sans contrat,amazigh
67.0,17.0,10322.0,Homme,fondamental,célibataire,Rural,Groupe 4,Terrain,Souss-Massa,CDI,arab
40.0,26.0,25035.0,Homme,sans niveau,marié,Urbain,Groupe 3,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,arab
48.0,46.0,29018.0,Homme,sans niveau,marié,Urbain,Groupe 4,Terrain,Souss-Massa,sans contrat,arab
47.0,26.0,17730.0,Homme,fondamental,veuf,Urbain,Groupe 5,Logement,Fès-Meknès,CDI,arab
59.0,15.0,47784.0,Femme,fondamental,marié,Urbain,Groupe 1,Voiture,Laâyoune-Sakia El Hamra,CDD,arab
52.0,36.0,20644.0,Femme,sans niveau,célibataire,Urbain,Groupe 5,Logement,L’Oriental,CDD,arab
24.0,40.0,49462.0,Homme,sans niveau,marié,Urbain,Groupe 2,Voiture,Fès-Meknès,sans contrat,amazigh
33.0,43.0,24040.0,Homme,secondaire,marié,Urbain,Groupe 5,Logement,Rabat-Salé-Kénitra,CDI,arab
43.0,17.0,44927.0,Femme,sans niveau,célibataire,Urbain,Groupe 1,Terrain,Drâa-Tafilalet,CDD,amazigh
65.0,7.0,37671.0,Femme,secondaire,marié,Urbain,Groupe 2,Voiture,Tanger-Tétouan-Al Hoceïma,CDI,arab
69.0,15.0,14954.0,Homme,fondamental,marié,Urbain,Groupe 5,Logement,Marrakech-Safi,CDI,arab
66.0,39.0,15738.0,Homme,secondaire,marié,Rural,Groupe 5,Terrain,Béni Mellal-Khénifra,CDD,amazigh
19.0,26.0,29018.0,Homme,sans niveau,célibataire,Urbain,Groupe 3,Voiture,L’Oriental,CDD,amazigh
18.0,48.0,30045.0,Homme,sans niveau,marié,Urbain,Groupe 4,Voiture,Casablanca-Settat,CDD,arab
65.0,44.0,13197.0,Homme,secondaire,marié,Rural,Groupe 6,Voiture,Drâa-Tafilalet,CDD,arab
29.0,36.0,30732.0,Homme,supérieur,marié,Urbain,Groupe 4,Terrain,Tanger-Tétouan-Al Hoceïma,CDD,arab
22.0,31.0,20094.0,Femme,sans niveau,célibataire,Urbain,Groupe 4,Logement,Rabat-Salé-Kénitra,sans contrat,amazigh
54.0,5.0,8044.0,Femme,sans niveau,marié,Rural,Groupe 4,Logement,Rabat-Salé-Kénitra,CDD,arab
49.0,30.0,58769.0,Femme,supérieur,marié,Urbain,Groupe 2,Voiture,Dakhla-Oued Ed-Dahab,CDI,arab
26.0,1.0,9520.0,Femme,sans niveau,célibataire,Urbain,Groupe 5,Aucun,Souss-Massa,sans contrat,amazigh
58.0,8.0,9730.0,Homme,sans niveau,marié,Rural,Groupe 4,Logement,Guelmim-Oued Noun,CDI,arab
52.0,45.0,38028.0,Homme,supérieur,célibataire,Urbain,Groupe 4,Logement,Guelmim-Oued Noun,CDD,arab
36.0,21.0,20427.0,Femme,secondaire,marié,Urbain,Groupe 4,Logement,Guelmim-Oued Noun,CDI,arab
65.0,33.0,20487.0,Homme,sans niveau,marié,Urbain,Groupe 5,Logement,Béni Mellal-Khénifra,sans contrat,amazigh
33.0,40.0,37793.0,Homme,supérieur,marié,Urbain,Groupe 3,Aucun,Casablanca-Settat,sans contrat,arab
20.0,36.0,19514.0,Homme,fondamental,marié,Urbain,Groupe 5,Voiture,Fès-Meknès,sans contrat,arab
37.0,4.0,12498.0,Femme,sans niveau,célibataire,Rural,Groupe 2,Terrain,Rabat-Salé-Kénitra,CDD,arab
41.0,15.0,12667.0,Femme,secondaire,célibataire,Urbain,Groupe 6,Voiture,Marrakech-Safi,sans contrat,arab
50.0,21.0,20421.0,Femme,fondamental,célibataire,Urbain,Groupe 3,Aucun,Rabat-Salé-Kénitra,CDD,arab
41.0,47.0,48420.0,Femme,fondamental,marié,Urbain,Groupe 2,Logement,Casablanca-Settat,CDD,arab
69.0,0.0,12336.0,Femme,supérieur,marié,Urbain,Groupe 6,Logement,Dakhla-Oued Ed-Dahab,CDD,arab
28.0,5.0,4331.0,Femme,sans niveau,célibataire,Rural,Groupe 6,Logement,Béni Mellal-Khénifra,sans contrat,arab
66.0,11.0,17416.0,Femme,sans niveau,marié,Urbain,Groupe 5,Logement,Béni Mellal-Khénifra,sans contrat,arab
25.0,46.0,21992.0,Homme,fondamental,célibataire,Urbain,Groupe 5,Voiture,Marrakech-Safi,CDI,arab
53.0,24.0,17177.0,Femme,sans niveau,marié,Rural,Groupe 3,Voiture,Rabat-Salé-Kénitra,sans contrat,amazigh
55.0,43.0,17155.0,Homme,secondaire,célibataire,Rural,Groupe 5,Terrain,L’Oriental,sans contrat,arab
57.0,26.0,20072.0,Homme,secondaire,marié,Rural,Groupe 3,Logement,Laâyoune-Sakia El Hamra,CDD,arab
37.0,9.0,17293.0,Femme,secondaire,marié,Urbain,Groupe 4,Logement,Fès-Meknès,CDD,amazigh
52.0,5.0,17172.0,Homme,secondaire,marié,Urbain,Groupe 5,Logement,Marrakech-Safi,CDD,arab
65.0,46.0,46446.0,Homme,fondamental,marié,Urbain,Groupe 2,Aucun,Dakhla-Oued Ed-Dahab,CDI,arab
42.0,5.0,6253.0,Femme,sans niveau,marié,Rural,Groupe 5,Terrain,Guelmim-Oued Noun,CDI,arab
52.0,15.0,18960.0,Homme,fondamental,marié,Rural,Groupe 2,Terrain,Souss-Massa,sans contrat,arab
42.0,36.0,31782.0,Femme,sans niveau,marié,Rural,Groupe 2,Logement,Dakhla-Oued Ed-Dahab,sans contrat,arab
46.0,17.0,11992.0,Homme,sans niveau,marié,Urbain,Groupe 6,Logement,Guelmim-Oued Noun,CDD,amazigh
35.0,7.0,11659.0,Homme,fondamental,marié,Urbain,Groupe 5,Terrain,Rabat-Salé-Kénitra,CDI,arab
63.0,35.0,32415.0,Homme,fondamental,marié,Urbain,Groupe 3,Voiture,Laâyoune-Sakia El Hamra,CDI,arab
35.0,49.0,17401.0,Homme,fondamental,célibataire,Rural,Groupe 5,Voiture,Guelmim-Oued Noun,sans contrat,arab
19.0,35.0,36976.0,Femme,supérieur,marié,Rural,Groupe 2,Voiture,Drâa-Tafilalet,sans contrat,arab
52.0,6.0,13533.0,Femme,sans niveau,célibataire,Urbain,Groupe 5,Logement,Rabat-Salé-Kénitra,CDI,arab
33.0,36.0,35851.0,Femme,fondamental,célibataire,Rural,Groupe 1,Aucun,Casablanca-Settat,sans contrat,arab
58.0,22.0,37879.0,Homme,secondaire,célibataire,Rural,Groupe 1,Terrain,Souss-Massa,sans contrat,arab
53.0,7.0,44023.0,Homme,fondamental,marié,Urbain,Groupe 1,Voiture,Marrakech-Safi,CDI,arab
50.0,22.0,21924.0,Homme,sans niveau,marié,Urbain,Groupe 4,Voiture,Fès-Meknès,CDD,amazigh
21.0,44.0,35846.0,Homme,sans niveau,célibataire,Rural,Groupe 2,Logement,Rabat-Salé-Kénitra,CDI,amazigh
50.0,5.0,13126.0,Femme,sans niveau,marié,Urbain,Groupe 5,Logement,L’Oriental,CDD,arab
31.0,19.0,7854.0,Homme,secondaire,célibataire,Rural,Groupe 6,Logement,L’Oriental,CDD,arab
38.0,44.0,24446.0,Femme,secondaire,marié,Urbain,Groupe 4,Aucun,Fès-Meknès,CDI,arab
65.0,26.0,11644.0,Homme,sans niveau,marié,Rural,Groupe 5,Terrain,L’Oriental,CDI,arab
37.0,1.0,15782.0,Homme,sans niveau,célibataire,Urbain,Groupe 3,Aucun,Fès-Meknès,CDI,arab
25.0,30.0,18922.0,Femme,sans niveau,célibataire,Urbain,Groupe 4,Terrain,Tanger-Tétouan-Al Hoceïma,CDI,arab
24.0,7.0,5942.0,Femme,sans niveau,célibataire,Rural,Groupe 5,Aucun,Fès-Meknès,CDD,amazigh
20.0,28.0,11963.0,Femme,sans niveau,marié,Rural,Groupe 4,Aucun,Casablanca-Settat,CDI,arab
34.0,5.0,8085.0,Femme,sans niveau,célibataire,Rural,Groupe 3,Aucun,Fès-Meknès,sans contrat,arab
50.0,25.0,42758.0,Homme,fondamental,marié,Urbain,Groupe 2,Voiture,Drâa-Tafilalet,sans contrat,arab
65.0,20.0,10693.0,Femme,sans niveau,marié,Rural,Groupe 5,Voiture,Laâyoune-Sakia El Hamra,sans contrat,arab
29.0,28.0,10805.0,Femme,fondamental,célibataire,Urbain,Groupe 6,Terrain,Dakhla-Oued Ed-Dahab,CDI,arab
68.0,27.0,57472.0,Homme,sans niveau,célibataire,Urbain,Groupe 1,Logement,Dakhla-Oued Ed-Dahab,CDI,arab
39.0,25.0,56114.0,Homme,secondaire,marié,Urbain,Groupe 1,Aucun,Guelmim-Oued Noun,CDD,arab
39.0,16.0,52166.0,Homme,supérieur,marié,Urbain,Groupe 2,Voiture,Tanger-Tétouan-Al Hoceïma,CDI,arab
63.0,35.0,20590.0,Homme,fondamental,veuf,Urbain,Groupe 5,Voiture,Béni Mellal-Khénifra,sans contrat,arab
47.0,49.0,46631.0,Femme,sans niveau,célibataire,Rural,Groupe 1,Aucun,Béni Mellal-Khénifra,CDI,arab
55.0,6.0,10297.0,Femme,sans niveau,marié,Urbain,Groupe 6,Voiture,Tanger-Tétouan-Al Hoceïma,CDD,arab
55.0,29.0,21275.0,Homme,sans niveau,célibataire,Urbain,Groupe 4,Aucun,Rabat-Salé-Kénitra,sans contrat,arab
62.0,17.0,36308.0,Femme,sans niveau,célibataire,Urbain,Groupe 2,Logement,Marrakech-Safi,sans contrat,arab
68.0,30.0,10954.0,Femme,fondamental,marié,Rural,Groupe 5,Aucun,Béni Mellal-Khénifra,sans contrat,amazigh
25.0,49.0,14121.0,Homme,fondamental,marié,Urbain,Groupe 6,Aucun,Guelmim-Oued Noun,sans contrat,arab
44.0,33.0,20126.0,Femme,sans niveau,célibataire,Urbain,Groupe 5,Voiture,Drâa-Tafilalet,CDD,arab
44.0,47.0,21120.0,Femme,secondaire,célibataire,Rural,Groupe 4,Voiture,Drâa-Tafilalet,CDI,arab
51.0,20.0,13418.0,Homme,sans niveau,célibataire,Urbain,Groupe 6,Voiture,Fès-Meknès,sans contrat,arab
38.0,32.0,25230.0,Femme,sans niveau,célibataire,Urbain,Groupe 3,Terrain,Dakhla-Oued Ed-Dahab,CDD,amazigh
47.0,21.0,43713.0,Femme,secondaire,marié,Urbain,Groupe 2,Logement,L’Oriental,CDI,amazigh
50.0,4.0,9602.0,Homme,sans niveau,marié,Urbain,Groupe 6,Terrain,Rabat-Salé-Kénitra,sans contrat,arab
45.0,35.0,22113.0,Femme,secondaire,veuf,Urbain,Groupe 5,Logement,L’Oriental,CDD,arab
64.0,18.0,30545.0,Homme,supérieur,marié,Rural,Groupe 2,Logement,Marrakech-Safi,CDD,arab
50.0,44.0,23810.0,Homme,secondaire,célibataire,Urbain,Groupe 5,Aucun,Drâa-Tafilalet,sans contrat,amazigh
22.0,5.0,6253.0,Homme,sans niveau,veuf,Rural,Groupe 5,Terrain,Rabat-Salé-Kénitra,CDD,arab
65.0,3.0,6702.0,Homme,fondamental,marié,Rural,Groupe 4,Terrain,Béni Mellal-Khénifra,CDI,arab
36.0,39.0,18979.0,Homme,fondamental,marié,Urbain,Groupe 5,Terrain,Casablanca-Settat,sans contrat,arab
21.0,11.0,14530.0,Homme,supérieur,célibataire,Rural,Groupe 3,Terrain,Drâa-Tafilalet,CDD,amazigh
52.0,1.0,21033.0,Femme,supérieur,célibataire,Urbain,Groupe 4,Logement,Guelmim-Oued Noun,CDD,arab
66.0,30.0,14126.0,Homme,sans niveau,veuf,Urbain,Groupe 6,Logement,Rabat-Salé-Kénitra,sans contrat,arab
34.0,41.0,16612.0,Femme,supérieur,marié,Urbain,Groupe 6,Aucun,Laâyoune-Sakia El Hamra,CDD,amazigh
61.0,25.0,44650.0,Homme,sans niveau,marié,Urbain,Groupe 2,Voiture,Béni Mellal-Khénifra,sans contrat,arab
45.0,3.0,13985.0,Homme,sans niveau,marié,Urbain,Groupe 5,Voiture,Rabat-Salé-Kénitra,sans contrat,amazigh
47.0,32.0,42814.0,Homme,sans niveau,veuf,Urbain,Groupe 2,Aucun,Laâyoune-Sakia El Hamra,sans contrat,arab
46.0,24.0,14567.0,Femme,sans niveau,célibataire,Rural,Groupe 3,Aucun,Guelmim-Oued Noun,CDI,arab
63.0,45.0,22257.0,Femme,secondaire,veuf,Urbain,Groupe 5,Aucun,Fès-Meknès,CDD,arab
23.0,9.0,14000.0,Homme,sans niveau,célibataire,Urbain,Groupe 5,Voiture,Marrakech-Safi,CDI,arab
52.0,39.0,21001.0,Femme,secondaire,marié,Rural,Groupe 3,Aucun,Dakhla-Oued Ed-Dahab,CDD,arab
58.0,37.0,33943.0,Homme,supérieur,veuf,Urbain,Groupe 5,Voiture,Laâyoune-Sakia El Hamra,CDD,arab
54.0,11.0,17964.0,Homme,secondaire,marié,Urbain,Groupe 5,Terrain,Drâa-Tafilalet,CDD,arab
41.0,49.0,23675.0,Femme,sans niveau,marié,Urbain,Groupe 4,Aucun,Marrakech-Safi,sans contrat,amazigh
46.0,11.0,31585.0,Homme,secondaire,marié,Rural,Groupe 1,Voiture,Souss-Massa,sans contrat,arab
66.0,45.0,36498.0,Homme,fondamental,marié,Rural,Groupe 2,Logement,Drâa-Tafilalet,sans contrat,arab
63.0,40.0,47903.0,Femme,secondaire,célibataire,Rural,Groupe 1,Logement,Béni Mellal-Khénifra,sans contrat,arab
48.0,45.0,19242.0,Homme,sans niveau,célibataire,Rural,Groupe 4,Logement,L’Oriental,sans contrat,arab
52.0,18.0,10369.0,Homme,fondamental,marié,Rural,Groupe 4,Aucun,Marrakech-Safi,CDI,arab
50.0,1.0,20808.0,Femme,secondaire,marié,Urbain,Groupe 3,Logement,Dakhla-Oued Ed-Dahab,sans contrat,amazigh
69.0,34.0,13978.0,Femme,secondaire,marié,Rural,Groupe 5,Terrain,Rabat-Salé-Kénitra,CDI,arab
38.0,38.0,76693.0,Homme,supérieur,marié,Urbain,Groupe 1,Terrain,Casablanca-Settat,sans contrat,arab
49.0,40.0,10702.0,Homme,sans niveau,marié,Rural,Groupe 6,Terrain,Rabat-Salé-Kénitra,sans contrat,arab
40.0,28.0,18415.0,Femme,sans niveau,marié,Urbain,Groupe 4,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,arab
50.0,20.0,26897.0,Femme,fondamental,célibataire,Rural,Groupe 1,Terrain,Tanger-Tétouan-Al Hoceïma,CDD,arab
20.0,31.0,19452.0,Homme,sans niveau,marié,Urbain,Groupe 5,Voiture,L’Oriental,CDI,arab
35.0,7.0,30601.0,Femme,sans niveau,marié,Urbain,Groupe 2,Voiture,Drâa-Tafilalet,sans contrat,arab
42.0,23.0,32906.0,Femme,sans niveau,marié,Rural,Groupe 1,Logement,Rabat-Salé-Kénitra,CDD,amazigh
59.0,25.0,50439.0,Femme,secondaire,divorcé,Urbain,Groupe 2,Voiture,Béni Mellal-Khénifra,sans contrat,arab
48.0,4.0,58552.0,Homme,supérieur,marié,Urbain,Groupe 1,Terrain,Tanger-Tétouan-Al Hoceïma,CDI,arab
20.0,34.0,22077.0,Homme,sans niveau,veuf,Urbain,Groupe 4,Logement,Dakhla-Oued Ed-Dahab,sans contrat,arab
57.0,3.0,31252.0,Homme,sans niveau,marié,Urbain,Groupe 2,Aucun,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
63.0,20.0,12998.0,Homme,sans niveau,célibataire,Urbain,Groupe 6,Voiture,Marrakech-Safi,CDI,arab
41.0,16.0,8240.0,Homme,fondamental,marié,Rural,Groupe 5,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,amazigh
67.0,1.0,10038.0,Femme,secondaire,marié,Urbain,Groupe 6,Logement,Drâa-Tafilalet,CDI,amazigh
49.0,36.0,30802.0,Femme,sans niveau,marié,Urbain,Groupe 3,Terrain,Souss-Massa,sans contrat,amazigh
64.0,14.0,5630.0,Femme,fondamental,marié,Rural,Groupe 6,Terrain,L’Oriental,CDD,arab
39.0,7.0,5064.0,Homme,sans niveau,célibataire,Rural,Groupe 6,Terrain,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
40.0,2.0,25072.0,Homme,supérieur,marié,Rural,Groupe 1,Terrain,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
19.0,10.0,10127.0,Femme,supérieur,divorcé,Rural,Groupe 5,Voiture,Fès-Meknès,CDI,arab
44.0,35.0,12296.0,Femme,supérieur,célibataire,Rural,Groupe 6,Voiture,Dakhla-Oued Ed-Dahab,sans contrat,amazigh
59.0,13.0,8723.0,Femme,sans niveau,marié,Rural,Groupe 5,Terrain,Dakhla-Oued Ed-Dahab,CDD,arab
19.0,36.0,12335.0,Femme,fondamental,célibataire,Rural,Groupe 5,Terrain,Souss-Massa,CDD,arab
43.0,16.0,16904.0,Homme,sans niveau,divorcé,Urbain,Groupe 4,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,arab
34.0,36.0,12340.0,Homme,fondamental,marié,Urbain,Groupe 6,Aucun,Laâyoune-Sakia El Hamra,CDD,amazigh
57.0,49.0,18036.0,Femme,sans niveau,célibataire,Urbain,Groupe 6,Voiture,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
50.0,28.0,13505.0,Homme,secondaire,célibataire,Rural,Groupe 5,Terrain,Tanger-Tétouan-Al Hoceïma,CDD,amazigh
26.0,7.0,36690.0,Homme,fondamental,divorcé,Urbain,Groupe 1,Logement,Guelmim-Oued Noun,sans contrat,arab
60.0,5.0,10343.0,Homme,fondamental,marié,Urbain,Groupe 6,Voiture,Tanger-Tétouan-Al Hoceïma,sans contrat,arab
65.0,19.0,8391.0,Homme,secondaire,marié,Rural,Groupe 6,Logement,Rabat-Salé-Kénitra,CDI,arab
56.0,3.0,38600.0,Femme,fondamental,célibataire,Urbain,Groupe 1,Voiture,Souss-Massa,CDD,arab
46.0,20.0,10268.0,Femme,sans niveau,célibataire,Rural,Groupe 5,Logement,Béni Mellal-Khénifra,CDI,arab
59.0,24.0,26176.0,Homme,fondamental,marié,Rural,Groupe 2,Voiture,Guelmim-Oued Noun,CDD,arab
43.0,41.0,30775.0,Femme,supérieur,marié,Urbain,Groupe 4,Aucun,Marrakech-Safi,CDD,amazigh
52.0,32.0,25422.0,Homme,fondamental,marié,Urbain,Groupe 3,Aucun,Guelmim-Oued Noun,CDD,arab
67.0,8.0,7456.0,Femme,fondamental,marié,Rural,Groupe 4,Terrain,L’Oriental,CDD,arab
42.0,11.0,11071.0,Femme,supérieur,célibataire,Rural,Groupe 4,Aucun,Fès-Meknès,sans contrat,arab
41.0,16.0,9442.0,Femme,fondamental,marié,Urbain,Groupe 6,Terrain,Marrakech-Safi,CDI,arab
30.0,39.0,11829.0,Femme,supérieur,marié,Rural,Groupe 6,Logement,Guelmim-Oued Noun,CDD,arab
24.0,33.0,18057.0,Femme,sans niveau,célibataire,Urbain,Groupe 5,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab
53.0,13.0,9932.0,Femme,fondamental,divorcé,Rural,Groupe 4,Voiture,Guelmim-Oued Noun,CDD,arab
62.0,40.0,32617.0,Femme,sans niveau,marié,Rural,Groupe 2,Terrain,Drâa-Tafilalet,CDI,arab
37.0,24.0,21315.0,Homme,fondamental,célibataire,Urbain,Groupe 3,Aucun,Souss-Massa,CDI,amazigh
18.0,14.0,22353.0,Femme,sans niveau,veuf,Rural,Groupe 1,Terrain,Laâyoune-Sakia El Hamra,CDI,arab
25.0,22.0,35090.0,Homme,sans niveau,veuf,Urbain,Groupe 2,Aucun,Drâa-Tafilalet,CDD,arab
