Identifiant,Âge,Sexe,Niveau d'éducation,État matrimonial,Urbain/Rural,Catégorie socioprofessionnelle,Années d'expérience,Possession de biens,Région,Type de contrat,Langue maternelle,Revenu annuel (DH),Âge doublé,Revenu approximatif,Code aléatoire
29523,64,Femme,fondamental,marié,Urbain,Groupe 1,41,Terrain,Tanger-Tétouan-Al Hoceïma,CDD,arab,57766.0,128,89000.0,X123
19826,57,Femme,fondamental,marié,Urbain,Groupe 4,7,Voiture,Drâa-Tafilalet,CDD,arab,15465.0,114,25000.0,W000
15135,38,Femme,fondamental,célibataire,Urbain,Groupe 6,6,Terrain,Béni Mellal-Khénifra,CDD,arab,7669.0,76,12000.0,W000
17937,31,Femme,secondaire,célibataire,Urbain,Groupe 4,29,Terrain,Tanger-Tétouan-Al Hoceïma,CDD,amazigh,21009.0,62,34000.0,Z789
29362,21,Homme,fondamental,marié,Urbain,Groupe 5,40,Logement,L’Oriental,CDI,amazigh,19613.0,42,32000.0,X123
21926,56,Homme,secondaire,célibataire,Rural,Groupe 4,37,Terrain,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,18113.0,112,29000.0,Y456
36524,32,Femme,supérieur,marié,Urbain,Groupe 5,18,Aucun,Rabat-Salé-Kénitra,CDD,arab,18068.0,64,29000.0,Z789
30306,30,Femme,supérieur,marié,Rural,Groupe 2,5,Voiture,Guelmim-Oued Noun,sans contrat,arab,19046.0,60,31000.0,Z789
7820,40,Femme,sans niveau,marié,Rural,Groupe 1,49,Aucun,Fès-Meknès,CDD,arab,45892.0,80,71000.0,X123
20549,65,Femme,sans niveau,célibataire,Urbain,Groupe 6,17,Logement,Rabat-Salé-Kénitra,CDI,arab,11103.0,130,18000.0,Z789
21475,25,Homme,fondamental,marié,Urbain,Groupe 6,2,Logement,Souss-Massa,CDI,arab,7576.0,50,12000.0,Y456
30444,48,Femme,secondaire,marié,Urbain,Groupe 3,18,Aucun,Souss-Massa,sans contrat,arab,23884.0,96,39000.0,Z789
20681,18,Femme,secondaire,marié,Rural,Groupe 3,7,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab,10732.0,36,17000.0,W000
33612,51,Homme,sans niveau,divorcé,Urbain,Groupe 6,4,Aucun,Rabat-Salé-Kénitra,CDD,arab,9205.0,102,15000.0,Y456
15277,53,Homme,secondaire,célibataire,Rural,Groupe 5,42,Aucun,L’Oriental,CDI,arab,16025.0,106,26000.0,Z789
29543,44,Homme,fondamental,marié,Rural,Groupe 2,9,Terrain,Rabat-Salé-Kénitra,sans contrat,arab,15393.0,88,25000.0,W000
1672,42,Femme,fondamental,célibataire,Urbain,Groupe 5,11,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab,12740.0,84,21000.0,X123
37121,68,Femme,secondaire,marié,Rural,Groupe 6,26,Voiture,Rabat-Salé-Kénitra,sans contrat,arab,9519.0,136,15000.0,Z789
33245,52,Femme,secondaire,célibataire,Rural,Groupe 6,45,Aucun,Fès-Meknès,CDI,arab,11423.0,104,19000.0,W000
29880,65,Homme,supérieur,marié,Rural,Groupe 1,6,Aucun,Marrakech-Safi,CDD,arab,27212.0,130,44000.0,Y456
39686,34,Homme,sans niveau,célibataire,Urbain,Groupe 6,48,Terrain,Drâa-Tafilalet,CDD,arab,15689.0,68,25000.0,Z789
8506,58,Femme,supérieur,célibataire,Urbain,Groupe 5,1,Logement,Tanger-Tétouan-Al Hoceïma,sans contrat,amazigh,19171.0,116,31000.0,Z789
26802,37,Femme,sans niveau,marié,Rural,Groupe 3,0,Logement,Casablanca-Settat,CDD,arab,7374.0,74,12000.0,Z789
2583,50,Femme,supérieur,marié,Urbain,Groupe 4,43,Logement,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,35118.0,100,52000.0,W000
9408,43,Femme,sans niveau,célibataire,Urbain,Groupe 2,31,Aucun,Souss-Massa,sans contrat,amazigh,39412.0,86,59000.0,Y456
27431,25,Femme,sans niveau,marié,Urbain,Groupe 5,33,Aucun,Rabat-Salé-Kénitra,CDD,arab,16415.0,50,27000.0,W000
27580,55,Femme,sans niveau,célibataire,Urbain,Groupe 5,21,Aucun,Fès-Meknès,CDD,arab,15768.0,110,26000.0,X123
28407,50,Femme,supérieur,célibataire,Rural,Groupe 3,49,Logement,Dakhla-Oued Ed-Dahab,CDI,arab,30786.0,100,47000.0,X123
12582,65,Femme,secondaire,marié,Urbain,Groupe 4,24,Terrain,L’Oriental,CDD,arab,21279.0,130,35000.0,Y456
39602,40,Homme,fondamental,marié,Urbain,Groupe 6,32,Logement,Fès-Meknès,CDD,arab,13258.0,80,22000.0,X123
5223,59,Homme,sans niveau,célibataire,Urbain,Groupe 1,19,Aucun,Fès-Meknès,CDI,arab,51007.0,118,78000.0,X123
37705,31,Homme,sans niveau,célibataire,Rural,Groupe 2,36,Aucun,Drâa-Tafilalet,CDD,amazigh,27162.0,62,44000.0,X123
17606,51,Homme,supérieur,marié,Rural,Groupe 5,35,Voiture,Souss-Massa,sans contrat,arab,18559.0,102,30000.0,Z789
12709,60,Femme,fondamental,marié,Rural,Groupe 4,27,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab,13585.0,120,22000.0,Z789
25124,51,Homme,secondaire,veuf,Urbain,Groupe 2,36,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab,55302.0,102,85000.0,W000
32644,30,Femme,fondamental,marié,Rural,Groupe 4,26,Voiture,Fès-Meknès,CDI,arab,12608.0,60,20000.0,W000
16543,62,Homme,supérieur,marié,Urbain,Groupe 1,30,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab,77598.0,124,121000.0,W000
36693,28,Homme,sans niveau,divorcé,Urbain,Groupe 6,13,Voiture,Casablanca-Settat,sans contrat,arab,10708.0,56,17000.0,W000
18296,40,Homme,sans niveau,veuf,Urbain,Groupe 4,28,Terrain,Souss-Massa,CDD,arab,20545.0,80,33000.0,X123
2899,61,Femme,fondamental,marié,Urbain,Groupe 3,33,Logement,Souss-Massa,sans contrat,arab,28978.0,122,42000.0,W000
24080,24,Femme,sans niveau,marié,Urbain,Groupe 5,26,Aucun,Rabat-Salé-Kénitra,CDI,arab,14907.0,48,24000.0,X123
2019,39,Homme,sans niveau,marié,Urbain,Groupe 6,27,Logement,Fès-Meknès,sans contrat,amazigh,13216.0,78,21000.0,Z789
20322,32,Femme,sans niveau,marié,Rural,Groupe 1,22,Aucun,Rabat-Salé-Kénitra,CDI,arab,26425.0,64,43000.0,Z789
30140,43,Femme,sans niveau,marié,Urbain,Groupe 5,34,Logement,Guelmim-Oued Noun,CDI,arab,19402.0,86,32000.0,W000
8903,22,Homme,fondamental,célibataire,Urbain,Groupe 5,37,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,arab,18043.0,44,29000.0,Z789
26052,56,Femme,secondaire,célibataire,Rural,Groupe 2,20,Aucun,Fès-Meknès,CDI,arab,23108.0,112,38000.0,X123
14870,32,Femme,fondamental,marié,Urbain,Groupe 6,31,Voiture,Tanger-Tétouan-Al Hoceïma,CDI,arab,12480.0,64,20000.0,Y456
27222,67,Femme,fondamental,célibataire,Urbain,Groupe 5,48,Aucun,Béni Mellal-Khénifra,CDI,amazigh,19764.0,134,32000.0,Y456
11891,44,Homme,supérieur,marié,Urbain,Groupe 4,35,Voiture,L’Oriental,CDI,arab,35443.0,88,53000.0,W000
13078,46,Homme,fondamental,célibataire,Urbain,Groupe 4,17,Terrain,Fès-Meknès,CDI,arab,16923.0,92,27000.0,Z789
9363,68,Homme,supérieur,marié,Urbain,Groupe 3,0,Aucun,Rabat-Salé-Kénitra,CDI,arab,24674.0,136,40000.0,Y456
35509,62,Homme,sans niveau,marié,Rural,Groupe 5,16,Voiture,Drâa-Tafilalet,CDD,arab,10275.0,124,17000.0,X123
38117,65,Femme,sans niveau,marié,Urbain,Groupe 5,46,Voiture,Casablanca-Settat,CDD,arab,23436.0,130,38000.0,X123
14224,46,Femme,secondaire,marié,Rural,Groupe 4,13,Aucun,L’Oriental,CDD,arab,10094.0,92,16000.0,Y456
21122,66,Homme,supérieur,marié,Urbain,Groupe 3,19,Terrain,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,35048.0,132,52000.0,W000
8234,42,Homme,secondaire,célibataire,Urbain,Groupe 6,23,Aucun,Dakhla-Oued Ed-Dahab,CDI,arab,13190.0,84,21000.0,Y456
2994,63,Femme,sans niveau,marié,Rural,Groupe 4,26,Aucun,Marrakech-Safi,CDI,arab,12104.0,126,20000.0,W000
24463,61,Femme,sans niveau,célibataire,Urbain,Groupe 3,8,Voiture,Dakhla-Oued Ed-Dahab,CDI,arab,20028.0,122,33000.0,Y456
1058,26,Homme,fondamental,marié,Urbain,Groupe 4,20,Voiture,Laâyoune-Sakia El Hamra,sans contrat,arab,17770.0,52,29000.0,W000
38099,52,Femme,fondamental,célibataire,Urbain,Groupe 4,28,Aucun,Laâyoune-Sakia El Hamra,CDD,arab,18220.0,104,30000.0,X123
29669,46,Homme,fondamental,célibataire,Rural,Groupe 6,2,Logement,Rabat-Salé-Kénitra,CDI,arab,4247.0,92,7000.0,Z789
31220,53,Homme,fondamental,veuf,Rural,Groupe 6,43,Voiture,Souss-Massa,CDD,amazigh,11908.0,106,19000.0,Y456
11230,31,Femme,supérieur,célibataire,Rural,Groupe 4,24,Terrain,Souss-Massa,CDD,arab,14254.0,62,23000.0,Z789
20284,56,Homme,secondaire,marié,Urbain,Groupe 6,45,Aucun,Marrakech-Safi,CDD,arab,17600.0,112,29000.0,Z789
20442,66,Homme,secondaire,célibataire,Urbain,Groupe 2,44,Terrain,Rabat-Salé-Kénitra,sans contrat,arab,55421.0,132,85000.0,W000
28323,34,Homme,fondamental,marié,Rural,Groupe 1,18,Voiture,Rabat-Salé-Kénitra,sans contrat,arab,29649.0,68,45000.0,X123
11719,67,Homme,sans niveau,marié,Urbain,Groupe 3,8,Aucun,Drâa-Tafilalet,sans contrat,arab,18912.0,134,31000.0,W000
14887,58,Femme,fondamental,célibataire,Rural,Groupe 3,27,Logement,Béni Mellal-Khénifra,sans contrat,arab,16877.0,116,27000.0,X123
9901,67,Femme,supérieur,marié,Urbain,Groupe 6,23,Logement,L’Oriental,sans contrat,arab,16230.0,134,26000.0,Y456
12245,25,Femme,supérieur,marié,Rural,Groupe 4,47,Voiture,Drâa-Tafilalet,CDD,arab,22052.0,50,36000.0,Y456
35326,21,Femme,sans niveau,marié,Rural,Groupe 4,32,Voiture,Dakhla-Oued Ed-Dahab,CDI,arab,14890.0,42,24000.0,Z789
33385,43,Homme,secondaire,divorcé,Rural,Groupe 5,29,Terrain,Guelmim-Oued Noun,CDI,amazigh,13373.0,86,22000.0,Y456
9514,39,Femme,sans niveau,célibataire,Rural,Groupe 5,11,Terrain,L’Oriental,CDI,arab,7494.0,78,12000.0,X123
20771,32,Femme,fondamental,marié,Urbain,Groupe 3,42,Voiture,Drâa-Tafilalet,CDD,arab,31854.0,64,47000.0,X123
7200,42,Femme,fondamental,marié,Urbain,Groupe 5,13,Aucun,Guelmim-Oued Noun,CDI,amazigh,12013.0,84,20000.0,Y456
21166,53,Femme,fondamental,marié,Rural,Groupe 5,2,Aucun,L’Oriental,CDI,arab,5186.0,106,8000.0,Z789
25418,62,Femme,supérieur,célibataire,Urbain,Groupe 3,6,Logement,Béni Mellal-Khénifra,CDD,arab,29705.0,124,43000.0,Y456
39650,65,Homme,sans niveau,célibataire,Urbain,Groupe 6,36,Terrain,L’Oriental,CDD,arab,14454.0,130,23000.0,Z789
14234,41,Homme,sans niveau,célibataire,Rural,Groupe 5,18,Terrain,Guelmim-Oued Noun,CDD,arab,9663.0,82,16000.0,Y456
4231,21,Homme,fondamental,marié,Urbain,Groupe 2,12,Logement,Guelmim-Oued Noun,sans contrat,amazigh,30807.0,42,45000.0,X123
35817,58,Femme,sans niveau,marié,Urbain,Groupe 5,3,Voiture,L’Oriental,CDI,arab,13940.0,116,23000.0,W000
18049,40,Femme,supérieur,marié,Rural,Groupe 4,42,Logement,Marrakech-Safi,sans contrat,arab,20436.0,80,33000.0,W000
1456,29,Femme,fondamental,célibataire,Urbain,Groupe 3,49,Voiture,Souss-Massa,CDD,arab,34103.0,58,51000.0,W000
9643,47,Femme,sans niveau,marié,Urbain,Groupe 2,44,Logement,Drâa-Tafilalet,sans contrat,arab,50387.0,94,77000.0,X123
34916,33,Femme,sans niveau,marié,Rural,Groupe 4,16,Aucun,Marrakech-Safi,CDD,amazigh,9134.0,66,15000.0,X123
2719,52,Femme,sans niveau,célibataire,Rural,Groupe 3,27,Logement,Marrakech-Safi,CDI,arab,17388.0,104,28000.0,W000
11848,42,Femme,secondaire,marié,Urbain,Groupe 1,17,Terrain,Guelmim-Oued Noun,CDI,arab,50835.0,84,78000.0,Z789
26430,28,Homme,sans niveau,marié,Urbain,Groupe 2,25,Logement,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,39823.0,56,60000.0,W000
7683,59,Femme,supérieur,célibataire,Urbain,Groupe 2,31,Aucun,Souss-Massa,CDD,arab,54449.0,118,84000.0,Y456
36556,45,Homme,sans niveau,célibataire,Urbain,Groupe 5,34,Logement,Souss-Massa,sans contrat,arab,20724.0,90,34000.0,Y456
22878,20,Femme,fondamental,célibataire,Urbain,Groupe 2,22,Terrain,Marrakech-Safi,CDD,arab,32508.0,40,48000.0,X123
16175,56,Femme,sans niveau,célibataire,Urbain,Groupe 6,15,Aucun,Casablanca-Settat,sans contrat,arab,10395.0,112,17000.0,Z789
32361,65,Homme,fondamental,célibataire,Urbain,Groupe 5,48,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,arab,21741.0,130,35000.0,Y456
15401,43,Femme,fondamental,célibataire,Rural,Groupe 5,47,Logement,Béni Mellal-Khénifra,sans contrat,amazigh,16006.0,86,26000.0,W000
38507,52,Femme,secondaire,marié,Rural,Groupe 4,10,Logement,Béni Mellal-Khénifra,CDD,arab,10624.0,104,17000.0,X123
27318,27,Homme,sans niveau,célibataire,Urbain,Groupe 2,5,Terrain,Fès-Meknès,CDD,arab,25452.0,54,41000.0,X123
11053,64,Femme,fondamental,célibataire,Urbain,Groupe 5,0,Voiture,Guelmim-Oued Noun,sans contrat,arab,10834.0,128,18000.0,X123
3499,34,Homme,sans niveau,marié,Urbain,Groupe 6,14,Aucun,Casablanca-Settat,CDD,arab,9709.0,68,16000.0,Z789
22765,18,Homme,sans niveau,marié,Urbain,Groupe 6,40,Aucun,Marrakech-Safi,CDI,arab,13467.0,36,22000.0,W000
13639,45,Femme,fondamental,marié,Urbain,Groupe 4,40,Terrain,Souss-Massa,CDI,arab,21648.0,90,35000.0,W000
26166,62,Femme,fondamental,marié,Urbain,Groupe 6,18,Terrain,Fès-Meknès,CDI,arab,9974.0,124,16000.0,Z789
21841,41,Femme,sans niveau,marié,Urbain,Groupe 6,14,Logement,Tanger-Tétouan-Al Hoceïma,CDI,arab,10351.0,82,17000.0,Z789
18960,39,Homme,secondaire,célibataire,Urbain,Groupe 5,30,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,amazigh,19667.0,78,32000.0,Y456
29153,56,Homme,secondaire,marié,Urbain,Groupe 6,22,Logement,L’Oriental,sans contrat,arab,15465.0,112,25000.0,X123
1057,41,Homme,supérieur,marié,Urbain,Groupe 3,21,Aucun,Souss-Massa,CDI,arab,33407.0,82,49000.0,X123
20868,37,Femme,supérieur,célibataire,Rural,Groupe 6,3,Terrain,Marrakech-Safi,CDI,arab,5764.0,74,9000.0,X123
25025,20,Homme,sans niveau,marié,Rural,Groupe 4,18,Logement,Guelmim-Oued Noun,CDI,arab,11008.0,40,18000.0,Z789
34557,28,Homme,sans niveau,marié,Urbain,Groupe 2,3,Logement,Fès-Meknès,CDI,amazigh,25649.0,56,42000.0,W000
15756,36,Homme,secondaire,marié,Rural,Groupe 5,36,Voiture,Béni Mellal-Khénifra,CDI,arab,15989.0,72,26000.0,Z789
36690,53,Homme,supérieur,divorcé,Urbain,Groupe 5,19,Aucun,Drâa-Tafilalet,sans contrat,arab,22389.0,106,36000.0,Z789
19352,48,Homme,supérieur,marié,Urbain,Groupe 4,41,Terrain,Tanger-Tétouan-Al Hoceïma,CDD,arab,34787.0,96,52000.0,Y456
14829,20,Homme,secondaire,veuf,Rural,Groupe 2,49,Voiture,Béni Mellal-Khénifra,CDI,arab,42443.0,40,66000.0,W000
12316,33,Homme,secondaire,marié,Urbain,Groupe 5,7,Aucun,Souss-Massa,CDD,arab,14097.0,66,23000.0,W000
38306,50,Homme,sans niveau,marié,Rural,Groupe 2,49,Logement,Casablanca-Settat,CDD,arab,40302.0,100,62000.0,W000
853,57,Femme,supérieur,marié,Urbain,Groupe 4,29,Aucun,Souss-Massa,sans contrat,arab,29681.0,114,43000.0,W000
4491,30,Homme,fondamental,marié,Urbain,Groupe 2,34,Aucun,Laâyoune-Sakia El Hamra,sans contrat,arab,38438.0,60,58000.0,Y456
14404,23,Homme,fondamental,marié,Rural,Groupe 5,47,Terrain,Fès-Meknès,CDI,arab,15243.0,46,25000.0,X123
16829,27,Femme,sans niveau,célibataire,Urbain,Groupe 5,44,Voiture,Souss-Massa,sans contrat,amazigh,21603.0,54,35000.0,Y456
12916,30,Femme,supérieur,célibataire,Rural,Groupe 2,8,Terrain,Casablanca-Settat,CDD,arab,18845.0,60,31000.0,Y456
9939,61,Homme,sans niveau,célibataire,Rural,Groupe 5,1,Logement,Béni Mellal-Khénifra,CDD,arab,6273.0,122,10000.0,X123
30000,36,Homme,sans niveau,célibataire,Urbain,Groupe 4,21,Logement,Casablanca-Settat,CDI,arab,19199.0,72,31000.0,X123
25166,46,Homme,fondamental,marié,Rural,Groupe 5,18,Logement,Guelmim-Oued Noun,CDD,arab,9739.0,92,16000.0,Z789
36234,52,Femme,secondaire,célibataire,Rural,Groupe 3,0,Voiture,Marrakech-Safi,CDD,arab,10344.0,104,17000.0,W000
1389,20,Homme,sans niveau,marié,Urbain,Groupe 5,46,Voiture,Souss-Massa,CDD,arab,23169.0,40,38000.0,X123
5602,37,Homme,secondaire,célibataire,Urbain,Groupe 4,43,Voiture,Fès-Meknès,sans contrat,arab,32261.0,74,48000.0,Z789
18610,21,Homme,sans niveau,divorcé,Urbain,Groupe 6,43,Logement,L’Oriental,CDD,arab,15322.0,42,25000.0,Y456
6378,30,Femme,fondamental,marié,Rural,Groupe 4,30,Logement,Dakhla-Oued Ed-Dahab,CDI,arab,13144.0,60,21000.0,W000
22275,64,Homme,sans niveau,marié,Urbain,Groupe 4,26,Terrain,Rabat-Salé-Kénitra,sans contrat,arab,20540.0,128,33000.0,W000
7114,57,Femme,sans niveau,célibataire,Rural,Groupe 1,34,Terrain,Marrakech-Safi,CDD,arab,40275.0,114,62000.0,W000
9810,53,Homme,fondamental,célibataire,Urbain,Groupe 6,44,Terrain,Souss-Massa,CDI,arab,15343.0,106,25000.0,X123
23449,64,Homme,sans niveau,marié,Urbain,Groupe 4,4,Aucun,Rabat-Salé-Kénitra,sans contrat,arab,14144.0,128,23000.0,X123
12514,39,Homme,sans niveau,marié,Rural,Groupe 4,15,Voiture,Rabat-Salé-Kénitra,CDI,amazigh,11140.0,78,18000.0,Y456
8052,57,Femme,secondaire,marié,Urbain,Groupe 6,24,Terrain,Drâa-Tafilalet,sans contrat,arab,14137.0,114,23000.0,Y456
38030,50,Femme,fondamental,célibataire,Rural,Groupe 1,39,Logement,Casablanca-Settat,CDI,amazigh,43044.0,100,67000.0,W000
31151,48,Homme,secondaire,marié,Rural,Groupe 5,20,Aucun,Guelmim-Oued Noun,CDD,arab,11041.0,96,18000.0,Z789
33029,69,Femme,sans niveau,célibataire,Urbain,Groupe 4,17,Terrain,L’Oriental,CDD,arab,16956.0,138,28000.0,Y456
26916,58,Femme,sans niveau,célibataire,Urbain,Groupe 6,19,Aucun,Marrakech-Safi,CDD,arab,11121.0,116,18000.0,X123
11217,36,Homme,fondamental,marié,Urbain,Groupe 4,43,Aucun,Fès-Meknès,sans contrat,arab,21643.0,72,35000.0,W000
23920,58,Homme,supérieur,marié,Urbain,Groupe 4,45,Voiture,Souss-Massa,sans contrat,amazigh,40629.0,116,61000.0,Y456
36397,66,Femme,supérieur,marié,Urbain,Groupe 6,33,Voiture,Rabat-Salé-Kénitra,CDD,arab,18738.0,132,30000.0,Z789
34209,56,Homme,secondaire,célibataire,Urbain,Groupe 4,45,Voiture,Souss-Massa,sans contrat,arab,35383.0,112,53000.0,W000
8887,55,Femme,supérieur,marié,Rural,Groupe 2,44,Terrain,Marrakech-Safi,CDD,arab,41416.0,110,64000.0,Y456
37087,22,Homme,supérieur,marié,Rural,Groupe 4,42,Aucun,Marrakech-Safi,sans contrat,arab,18705.0,44,30000.0,X123
18469,40,Homme,secondaire,marié,Urbain,Groupe 5,25,Terrain,Laâyoune-Sakia El Hamra,CDI,arab,19627.0,80,32000.0,Z789
25711,44,Femme,sans niveau,célibataire,Rural,Groupe 4,49,Aucun,Souss-Massa,CDI,arab,17726.0,88,29000.0,Y456
32792,62,Femme,secondaire,divorcé,Rural,Groupe 2,21,Logement,Rabat-Salé-Kénitra,CDI,arab,24777.0,124,40000.0,W000
9654,44,Homme,secondaire,célibataire,Rural,Groupe 5,36,Logement,Guelmim-Oued Noun,CDD,arab,15723.0,88,26000.0,X123
4409,20,Femme,sans niveau,marié,Urbain,Groupe 4,30,Terrain,Tanger-Tétouan-Al Hoceïma,CDI,arab,18922.0,40,31000.0,Z789
35595,32,Homme,secondaire,marié,Urbain,Groupe 4,10,Aucun,Guelmim-Oued Noun,CDI,arab,16733.0,64,27000.0,Z789
30676,35,Homme,fondamental,marié,Urbain,Groupe 4,42,Aucun,Casablanca-Settat,CDI,arab,21309.0,70,35000.0,W000
17443,65,Homme,supérieur,marié,Rural,Groupe 2,16,Logement,Souss-Massa,CDD,arab,29529.0,130,45000.0,Y456
2442,60,Homme,sans niveau,marié,Urbain,Groupe 2,37,Aucun,Rabat-Salé-Kénitra,sans contrat,arab,47499.0,120,72000.0,W000
12415,43,Femme,fondamental,marié,Urbain,Groupe 2,2,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,arab,20812.0,86,34000.0,X123
2121,29,Femme,secondaire,marié,Urbain,Groupe 2,49,Voiture,Marrakech-Safi,CDI,arab,56534.0,58,87000.0,Y456
33851,67,Homme,fondamental,célibataire,Urbain,Groupe 6,48,Aucun,Souss-Massa,CDD,arab,14790.0,134,24000.0,W000
31948,67,Femme,secondaire,marié,Rural,Groupe 2,35,Voiture,Marrakech-Safi,CDI,arab,35337.0,134,54000.0,Y456
4025,41,Homme,fondamental,marié,Rural,Groupe 2,42,Voiture,Dakhla-Oued Ed-Dahab,sans contrat,arab,36112.0,82,55000.0,X123
39076,50,Femme,sans niveau,marié,Rural,Groupe 3,3,Terrain,Souss-Massa,CDI,arab,8729.0,100,14000.0,X123
33395,24,Femme,sans niveau,veuf,Rural,Groupe 6,9,Aucun,Dakhla-Oued Ed-Dahab,CDI,arab,4552.0,48,7000.0,W000
23513,57,Femme,supérieur,marié,Rural,Groupe 6,19,Aucun,L’Oriental,CDI,amazigh,8744.0,114,14000.0,W000
20387,65,Femme,sans niveau,marié,Rural,Groupe 4,2,Terrain,Drâa-Tafilalet,sans contrat,arab,6503.0,130,11000.0,W000
575,30,Femme,fondamental,célibataire,Rural,Groupe 3,13,Voiture,Béni Mellal-Khénifra,CDD,arab,11158.0,60,18000.0,Z789
33735,57,Femme,fondamental,célibataire,Urbain,Groupe 3,0,Terrain,Fès-Meknès,CDD,arab,15387.0,114,25000.0,Z789
29100,37,Femme,sans niveau,marié,Rural,Groupe 3,27,Aucun,Fès-Meknès,CDI,amazigh,15015.0,74,24000.0,Z789
6287,59,Homme,sans niveau,marié,Urbain,Groupe 6,2,Terrain,Drâa-Tafilalet,CDI,amazigh,9854.0,118,16000.0,X123
36616,50,Homme,sans niveau,célibataire,Urbain,Groupe 2,24,Aucun,Souss-Massa,sans contrat,arab,39669.0,100,60000.0,W000
13864,35,Homme,sans niveau,célibataire,Rural,Groupe 4,47,Logement,Laâyoune-Sakia El Hamra,sans contrat,arab,19119.0,70,31000.0,Y456
7860,53,Femme,secondaire,célibataire,Rural,Groupe 2,31,Terrain,Laâyoune-Sakia El Hamra,CDI,arab,31297.0,106,48000.0,W000
25929,37,Femme,fondamental,marié,Urbain,Groupe 5,14,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,amazigh,11879.0,74,19000.0,W000
13903,25,Femme,secondaire,marié,Urbain,Groupe 6,26,Aucun,Rabat-Salé-Kénitra,sans contrat,amazigh,11977.0,50,19000.0,W000
17073,26,Femme,secondaire,marié,Rural,Groupe 3,48,Logement,Souss-Massa,sans contrat,arab,24615.0,52,40000.0,X123
18559,54,Femme,sans niveau,marié,Urbain,Groupe 3,12,Terrain,Rabat-Salé-Kénitra,sans contrat,amazigh,20626.0,108,34000.0,W000
4872,44,Homme,supérieur,marié,Urbain,Groupe 4,42,Terrain,L’Oriental,sans contrat,amazigh,34432.0,88,51000.0,Y456
1048,38,Femme,fondamental,marié,Urbain,Groupe 5,6,Terrain,Marrakech-Safi,CDD,arab,10736.0,76,17000.0,Y456
3111,55,Femme,fondamental,marié,Rural,Groupe 2,19,Logement,Béni Mellal-Khénifra,CDD,amazigh,21017.0,110,34000.0,X123
32876,54,Femme,sans niveau,célibataire,Rural,Groupe 3,24,Logement,Fès-Meknès,CDD,arab,16488.0,108,27000.0,Z789
29909,65,Homme,secondaire,marié,Urbain,Groupe 5,47,Terrain,Casablanca-Settat,sans contrat,arab,25141.0,130,41000.0,W000
25801,54,Homme,secondaire,marié,Rural,Groupe 1,29,Voiture,Casablanca-Settat,CDD,amazigh,45611.0,108,71000.0,Z789
7668,39,Femme,sans niveau,marié,Urbain,Groupe 5,7,Terrain,Tanger-Tétouan-Al Hoceïma,CDD,amazigh,12086.0,78,20000.0,X123
23928,25,Femme,supérieur,veuf,Urbain,Groupe 5,11,Logement,Guelmim-Oued Noun,CDD,arab,17959.0,50,29000.0,Y456
31427,24,Homme,fondamental,marié,Rural,Groupe 1,45,Terrain,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,44260.0,48,69000.0,Y456
21630,51,Femme,supérieur,marié,Urbain,Groupe 5,47,Logement,Drâa-Tafilalet,CDD,arab,32179.0,102,47000.0,Y456
25237,33,Femme,fondamental,célibataire,Urbain,Groupe 1,42,Terrain,Laâyoune-Sakia El Hamra,CDD,arab,55901.0,66,86000.0,Z789
19264,63,Femme,fondamental,marié,Rural,Groupe 6,6,Voiture,Fès-Meknès,CDD,amazigh,4750.0,126,8000.0,Z789
24123,36,Femme,fondamental,célibataire,Rural,Groupe 4,18,Terrain,Fès-Meknès,sans contrat,amazigh,9682.0,72,16000.0,Z789
28810,53,Femme,supérieur,veuf,Urbain,Groupe 6,4,Terrain,Béni Mellal-Khénifra,CDI,arab,13120.0,106,21000.0,Z789
36848,35,Femme,sans niveau,célibataire,Urbain,Groupe 2,11,Voiture,L’Oriental,CDD,arab,32725.0,70,48000.0,X123
30200,67,Femme,fondamental,marié,Urbain,Groupe 6,30,Terrain,Guelmim-Oued Noun,sans contrat,arab,11914.0,134,19000.0,W000
37660,20,Homme,secondaire,célibataire,Rural,Groupe 2,17,Voiture,Fès-Meknès,CDD,amazigh,23451.0,40,38000.0,Z789
2174,32,Femme,supérieur,célibataire,Rural,Groupe 1,17,Logement,Dakhla-Oued Ed-Dahab,CDD,arab,34766.0,64,53000.0,X123
3610,39,Femme,sans niveau,marié,Urbain,Groupe 5,4,Voiture,Guelmim-Oued Noun,CDD,arab,12493.0,78,20000.0,X123
3028,46,Homme,fondamental,marié,Urbain,Groupe 6,25,Terrain,Béni Mellal-Khénifra,CDI,arab,11870.0,92,19000.0,X123
